EventID,EventDateDisplayRange,Title,Area,Lon,Lat,EventVenueAddress,EventVenueFacilityName,EventVenueCity,EventVenueState,EventVenueZip,EventWebsite,Merge_Event,Merge_Name,Merge_Candidate
17290,"FEBRUARY 29 - MARCH 1, 2020",Sporting Days Farm March   II,3,-81.59201,33.521384999999995,3549 Charleston Hwy,Sporting Days Farm,Aiken,SC,29801.0,http://www.sportingdaysfarm.com/,Sporting Days Farm March   II,Sporting Days Farm March   II,Sporting Days Farm March Horse Trials
17289,"FEBRUARY 29 - MARCH 1, 2020",Chattahoochee Hills  ,3,-84.700048,33.639928000000005,9445 Browns Lake Road,The Bouckaert Farm,Fairburn,GA,30213.0,http://www.chatthillseventing.com/,Chattahoochee Hills  ,Chattahoochee Hills  ,Chattahoochee Hills May H.T.
17291,"MARCH 5-8, 2020",Red Hills International  ,3,-84.30026,30.538531,"Gate B, 1775 Miller Landing Road",Elinor Klapp Phipps Park,Tallahassee,FL,32312.0,http://www.RHHT.org,Red Hills International  ,Red Hills International  ,Red Hills International Horse Trial 
17292,"MARCH 7-8, 2020",Full Gallop Farm March  ,3,-81.58404499999999,33.570454,3828 Wagener Rd.,Full Gallop Farm,Aiken,SC,29805.0,http://www.fullgallopfarm.com/,Full Gallop Farm March  ,Full Gallop Farm March  ,Full Gallop Farm March I HT
17295,"MARCH 12-15, 2020",Ocala Winter II  ,3,-82.139862,29.056026,11008 S Hwy 475,Florida Horse Park,Ocala ,FL,34480.0,http://www.flhorsepark.com,Ocala Winter II  ,Ocala Winter II  ,Ocala Winter I H.T. 
17296,"MARCH 13-15, 2020",Pine Top Spring  ,3,-82.466227,33.453216999999995,1432 Augusta Hwy,Pine Top Farm,Thomson,GA,30824.0,http://www.pinetopfarm.com/,Pine Top Spring  ,Pine Top Spring  ,Pine Top Spring Horse Trials
17300,"MARCH 21-22, 2020",Poplar Place Farm March  ,3,-84.86507399999999,32.702296999999994,8191 US Highway 27 E,Poplar Place Farm,Hamilton,GA,31811.0,http://www.poplarplacefarm.com/,Poplar Place Farm March  ,Poplar Place Farm March  ,Poplar Place Farm May H.T.(JULY 2020)
17393,"MARCH 27-28, 2020",Designer Builders Stable View Spring CCI-S,3,-81.799975,33.648594,117 Stable Dr,Stable View Farm,Aiken,SC,29801.0,http://StableViewFarm.com,Designer Builders Stable View Spring CCI-S,Designer Builders Stable View Spring CCI-S,Stable View Spring Horse Trials
17309,"APRIL 3-5, 2020",Chattahoochee Hills  ,3,-84.700048,33.639928000000005,9445 Browns Lake Road,The Bouckaert Farm,Fairburn,GA,30213.0,http://www.chatthillseventing.com/,Chattahoochee Hills  ,Chattahoochee Hills  ,Chattahoochee Hills May H.T.
17313,"APRIL 8-12, 2020",Ocala International 3-Day Festival of Eventing,3,-82.139862,29.056026,11008 S Hwy 475,Florida Horse Park,Ocala ,FL,34480.0,http://www.flhorsepark.com,Ocala International 3-Day Festival of Eventing,Ocala International 3-Day Festival of Eventing,Ocala International 3-Day Festival of Eventing
17318,APRIL 18,Sporting Days Farm April   III ,3,-81.59201,33.521384999999995,3549 Charleston Hwy,Sporting Days Farm,Aiken,SC,29801.0,http://www.sportingdaysfarm.com/,Sporting Days Farm April   III ,Sporting Days Farm April   III ,Sporting Days Farm April Horse Trials (2019)
17322,"APRIL 18-19, 2020",River Glen Spring  ,3,-83.62220400000001,36.137848999999996,1979 London Rd.,River Glen Equestrian,New Market,TN,37820.0,http://www.river-glen.com/,River Glen Spring  ,River Glen Spring  ,Silverwood Farm Spring Horse Trials
17338,"MAY 9-10, 2020", Horse Trials at Majestic Oaks ,3,-82.213234,29.403458,17500 N US Hwy 441,Exmoor Farm,Reddick,FL,32686.0,http://majesticoaksocala.com, Horse Trials at Majestic Oaks , Horse Trials at Majestic Oaks ,Horse Trials at Majestic Oaks 
17343,"MAY 16-17, 2020",Chattahoochee Hills  ,3,-84.700048,33.639928000000005,9445 Browns Lake Road,The Bouckaert Farm,Fairburn,GA,30213.0,http://www.chatthillseventing.com/,Chattahoochee Hills  ,Chattahoochee Hills  ,Chattahoochee Hills May H.T.
17366,"JUNE 6-7, 2020",River Glen June  ,3,-83.62220400000001,36.137848999999996,1979 London Rd.,River Glen Equestrian,New Market,TN,37820.0,http://www.river-glen.com/,River Glen June  ,River Glen June  ,Fox River Valley Pony Club HT
17375,"JUNE 13-14, 2020",Full Gallop Farm June  ,3,-81.58404499999999,33.570454,3828 Wagener Rd.,Full Gallop Farm,Aiken,SC,29805.0,http://www.fullgallopfarm.com,Full Gallop Farm June  ,Full Gallop Farm June  ,Full Gallop Farm HT
17381,"JUNE 19-21, 2020",Stable View Summer   ,3,-81.799975,33.648594,117 Stable Dr,Stable View Farm,Aiken,SC,29801.0,http://stableviewfarm.com,Stable View Summer   ,Stable View Summer   ,Stable View Summer Horse Trials
17389,"JUNE 27-28, 2020",Chattahoochee Hills  ,3,-84.71646199999999,33.630239,10045 Cedar Grove Road,Chattahoochee Hills,Fairburn,GA,30213.0,http://ChattHillsEventing.com,Chattahoochee Hills  ,Chattahoochee Hills  ,Chattahoochee Hills May H.T.
17396,"JULY 3-5, 2020",Chattahoochee Hills  ,3,-84.700048,33.639928000000005,9445 Browns Lake Road,The Bouckaert Farm,Fairburn,GA,30213.0,http://www.chatthillseventing.com/,Chattahoochee Hills  ,Chattahoochee Hills  ,Chattahoochee Hills May H.T.
17330,"JULY 11-12, 2020",Poplar Place Farm May (July)  ,3,-84.86507399999999,32.702296999999994,8191 US Highway 27 E,Poplar Place Farm,Hamilton,GA,31811.0,http://www.poplarplacefarm.com/,Poplar Place Farm May (July)  ,Poplar Place Farm May (July)  ,Poplar Place Farm May H.T.(JULY 2020)
17306,"JULY 18-19, 2020",Full Gallop Farm July  ,3,-81.58404499999999,33.570454,3828 Wagener Rd.,Full Gallop Farm,Aiken,SC,29805.0,http://www.fullgallopfarm.com,Full Gallop Farm July  ,Full Gallop Farm July  ,Full Gallop Farm January HT
17316,"JULY 25-26, 2020",FENCE  ,3,-82.176845,35.196822,3381 Hunting Country Rd.,Fence Equestrian Center - FENCE,Tryon,NC,28782.0,http://www.fence.org,FENCE  ,FENCE  ,FENCE Horse Trial 
17419,"AUGUST 1-2, 2020",River Glen Summer  ,3,-83.62220400000001,36.137848999999996,1979 London Rd.,River Glen Equestrian,New Market,TN,37820.0,http://www.river-glen.com/,River Glen Summer  ,River Glen Summer  ,Otter Creek Summer HT
17429,"AUGUST 15-16, 2020",Full Gallop Farm August HT,3,-81.58404499999999,33.570454,3828 Wagener Rd.,Full Gallop Farm,Aiken,SC,29805.0,http://www.fullgallopfarm.com/,Full Gallop Farm August HT,Full Gallop Farm August HT,Full Gallop Farm August HT(Aug 2020)
17431,"AUGUST 15-16, 2020",Ocala Summer   II,3,-82.139862,29.056026,11008 S Hwy 475,Florida Horse Park,Ocala ,FL,34480.0,https://flhorsepark.com/ocala-eventing-series/,Ocala Summer   II,Ocala Summer   II,Ocala Summer H.T. II(Aug 2020)
17441,"AUGUST 29-30, 2020",Chattahoochee Hills   ,3,-84.71646199999999,33.630239,10045 Cedar Grove Road,Chattahoochee Hills,Fairburn,GA,30213.0,http://www.chatthillseventing.com/,Chattahoochee Hills   ,Chattahoochee Hills   ,Chattahoochee Hills May H.T.
17458,"SEPTEMBER 12-13, 2020",Poplar Place Farm September  ,3,-84.86507399999999,32.702296999999994,8191 US Highway 27 E,Poplar Place Farm,Hamilton,GA,31811.0,http://www.poplarplacefarm.com,Poplar Place Farm September  ,Poplar Place Farm September  ,Poplar Place Farm September HorseTrials
17358,"SEPTEMBER 12-13, 2020",Ocala Summer   I,3,-82.139862,29.056026,11008 S Hwy 475,Florida Horse Park,Ocala ,FL,34480.0,https://flhorsepark.com/ocala-eventing-series/,Ocala Summer   I,Ocala Summer   I,Ocala Summer H.T. II(Aug 2020)
17470,"SEPTEMBER 24-27, 2020",Stable View Oktoberfest 1/ 2/3/4* and  ,3,-81.799975,33.648594,117 Stable Dr,Stable View Farm,Aiken,SC,29801.0,http://www.StableViewFarm.com,Stable View Oktoberfest 1/ 2/3/4* and  ,Stable View Oktoberfest 1/ 2/3/4* and  ,Stable View Oktoberfest 1/ 2/3/4* and H.T.
17355,"OCTOBER 2-4, 2020",Poplar Place Farm   ,3,-84.86507399999999,32.702296999999994,8191 US Highway 27 E,Poplar Place Farm,Hamilton,GA,31811.0,http://www.poplarplacefarm.com/,Poplar Place Farm   ,Poplar Place Farm   ,Poplar Place Farm May H.T.(JULY 2020)
17299,OCTOBER 3, Horse Trials at Majestic Oaks ,3,-82.213234,29.403458,17500 N US Hwy 441,Exmoor Farm,Reddick,FL,32686.0,http://majesticoaksocala.com, Horse Trials at Majestic Oaks , Horse Trials at Majestic Oaks ,Horse Trials at Majestic Oaks 
17488,OCTOBER 10,Middle Tennessee Pony Club  ,3,-86.890627,36.055367,2500 Old Hickory Blvd,Percy Warner Park Eq Center,Nashville,TN,37221.0,https://middletennessee.ponyclub.org,Middle Tennessee Pony Club  ,Middle Tennessee Pony Club  ,Needs Key Lookup
17490,"OCTOBER 10-11, 2020",Ocala Fall HT,3,-82.139862,29.056026,11008 S Hwy 475,Florida Horse Park,Ocala ,FL,34480.0,https://flhorsepark.com/,Ocala Fall HT,Ocala Fall HT,Ocala Fall HT(Oct 2020)
17499,"OCTOBER 17-18, 2020","Tryon Riding & Hunt Club ""Morris the Horse"" Trials",3,-82.081436,35.236221,6985 S. NC Hwy. 9,Fence Equestrian Center - Tryon,Columbus,NC,28722.0,www.tryonridingandhuntclub.org,"Tryon Riding & Hunt Club ""Morris the Horse"" Trials","Tryon Riding & Hunt Club ""Morris the Horse"" Trials",Tryon Riding & Hunt Club H.T.
17503,OCTOBER 24,Grand Oaks  ,3,-82.213234,29.403458,17500 N US Hwy 441,Exmoor Farm,Reddick,FL,32686.0,http://www.thegrandoaks.com/,Grand Oaks  ,Grand Oaks  ,Grand Oaks Horse Trials
17502,"OCTOBER 24-25, 2020",Chattahoochee Hills  ,3,-84.71646199999999,33.630239,10045 Cedar Grove Road,Chattahoochee Hills,Fairburn,GA,30213.0,http://www.chatthillseventing.com/,Chattahoochee Hills  ,Chattahoochee Hills  ,Chattahoochee Hills May H.T.
17511,"OCTOBER 31 - NOVEMBER 1, 2020",Rocking Horse Fall  ,3,-81.641426,28.993049,44200 S.R. 19 N,Rocking Horse Farm,Altoona,FL,32702.0,http://www.rockinghorseeventing.com/,Rocking Horse Fall  ,Rocking Horse Fall  ,Rocking Horse Fall Horse Trials
17513,"NOVEMBER 7-8, 2020",River Glen Fall  ,3,-83.62220400000001,36.137848999999996,1979 London Rd.,River Glen Equestrian,New Market,TN,37820.0,http://www.river-glen.com/,River Glen Fall  ,River Glen Fall  ,Silverwood Farm Fall HT
17512,NOVEMBER 7, Horse Trials at Majestic Oaks ,3,-82.213234,29.403458,17500 N US Hwy 441,Exmoor Farm,Reddick,FL,32686.0,http://www.MajesticOaksOcala.com, Horse Trials at Majestic Oaks , Horse Trials at Majestic Oaks ,Horse Trials at Majestic Oaks 
17517,"NOVEMBER 12-15, 2020",Ocala Jockey Club 3-Day International Event,3,-82.27048,29.40728,8720 W Hwy 318,Ocala Jockey Club,Reddick,FL,32686.0,http://www.OJC3DE.com,Ocala Jockey Club 3-Day International Event,Ocala Jockey Club 3-Day International Event,Ocala Jockey Club International 3-Day Event
17521,"NOVEMBER 21-22, 2020",Grand Oaks  ,3,-82.213234,29.403458,17500 N US Hwy 441,Exmoor Farm,Reddick,FL,32686.0,http://www.thegrandoaks.com/,Grand Oaks  ,Grand Oaks  ,Grand Oaks Horse Trials
17526,"NOVEMBER 28-29, 2020",Pine Top Thanksgiving  ,3,-82.466227,33.453216999999995,1432 Augusta Hwy,Pine Top Farm,Thomson,GA,30824.0,http://www.pinetopfarm.com,Pine Top Thanksgiving  ,Pine Top Thanksgiving  ,Pine Top Thanksgiving Horse Trials
17528,DECEMBER 5,Sporting Days Farm   IV,3,-81.59201,33.521384999999995,3549 Charleston Hwy,Sporting Days Farm,Aiken,SC,29801.0,http://www.sportingdaysfarm.com/,Sporting Days Farm   IV,Sporting Days Farm   IV,Sporting Days Farm Feb. HT
17304,"DECEMBER 5-6, 2020",Rocking Horse December  ,3,-81.641426,28.993049,44200 S.R. 19 N,Rocking Horse Farm,Altoona,FL,32702.0,http://www.rockinghorseeventing.com,Rocking Horse December  ,Rocking Horse December  ,Rocking Horse Winter 1 HT
17519,DECEMBER 13,Full Gallop Farm December  ,3,-81.58404499999999,33.570454,3828 Wagener Rd.,Full Gallop Farm,Aiken,SC,29805.0,http://www.fullgallopfarm.com,Full Gallop Farm December  ,Full Gallop Farm December  ,Full Gallop Farm November HT
17581,"JANUARY 9-10, 2021",Barnstaple South H.T,3,-82.213234,29.403458,17500 N US Hwy 441,Exmoor Farm,Reddick,FL,32686.0,http://barnstaplesouth.com,Barnstaple South H.T,Barnstaple South H.T,Barnstaple South Jackpot and 3-Phase (Sept. 24)
17562,"JANUARY 16-17, 2021", Horse Trials at Majestic Oaks ,3,-82.213234,29.403458,17500 N US Hwy 441,Exmoor Farm,Reddick,FL,32686.0,http://majesticoaksocala.com, Horse Trials at Majestic Oaks , Horse Trials at Majestic Oaks ,Horse Trials at Majestic Oaks 
17564,"JANUARY 23-24, 2021",Grand Oaks   ,3,-82.213234,29.403458,17500 N US Hwy 441,Exmoor Farm,Reddick,FL,32686.0,http://thegrandoaks.com,Grand Oaks   ,Grand Oaks   ,Grand Oaks Horse Trials
17565,"JANUARY 23-24, 2021",Stable View Aiken Opener  ,3,-81.799975,33.648594,117 Stable Dr,Stable View Farm,Aiken,SC,29801.0,http://www.stableviewfarm.com,Stable View Aiken Opener  ,Stable View Aiken Opener  ,Stable View Aiken Opener H.T.
17566,"JANUARY 29-31, 2021",Rocking Horse Winter I  ,3,-81.641426,28.993049,44200 S.R. 19 N,Rocking Horse Farm,Altoona,FL,32702.0,http://www.rockinghorseeventing.com/,Rocking Horse Winter I  ,Rocking Horse Winter I  ,Rocking Horse Winter 1 HT
17567,JANUARY 31,Full Gallop Farm January H.T,3,-81.58404499999999,33.570454,3828 Wagener Rd.,Full Gallop Farm,Aiken,SC,29805.0,https://fullgallopfarm.com/,Full Gallop Farm January H.T,Full Gallop Farm January H.T,Full Gallop Farm January HT
17569,FEBRUARY 6,Sporting Days Farm February Trials I   ,3,-81.59201,33.521384999999995,3549 Charleston Hwy,Sporting Days Farm,Aiken,SC,29801.0,http://www.sportingdaysfarm.com/,Sporting Days Farm February Trials I   ,Sporting Days Farm February Trials I   ,Sporting Days Farm Horse Trials
17570,"FEBRUARY 6-7, 2021",Three Lakes Winter I   at Caudle Ranch,3,-81.831535,28.619128999999997,18543 Highway 19,Caudle Ranch,Groveland,FL,34736.0,http://www.threelakesht.com,Three Lakes Winter I   at Caudle Ranch,Three Lakes Winter I   at Caudle Ranch,Three Lakes Winter II HT 
17571,FEBRUARY 10,Full Gallop Farm February I  ,3,-81.58404499999999,33.570454,3828 Wagener Rd.,Full Gallop Farm,Aiken,SC,29805.0,http://fullgallopfarm.com,Full Gallop Farm February I  ,Full Gallop Farm February I  ,Full Gallop Farm February H.T.
17572,"FEBRUARY 11-14, 2021",Ocala Winter I  ,3,-82.139862,29.056026,11008 S Hwy 475,Florida Horse Park,Ocala ,FL,34480.0,http://www.flhorsepark.com,Ocala Winter I  ,Ocala Winter I  ,Ocala Winter I H.T. 
17573,"FEBRUARY 12-14, 2021",Pine Top Intermediate  ,3,-82.466227,33.453216999999995,1432 Augusta Hwy,Pine Top Farm,Thomson,GA,30824.0,http://www.pinetopfarm.com/#home0,Pine Top Intermediate  ,Pine Top Intermediate  ,Pine Top Intermediate Horse Trials
17815,FEBRUARY 17,Holland Eventing at Holly Berry Farm Young Event Horse,3,-74.814918,39.896675,21 Branin Rd.,Flora Lea Farm,Medford,NJ,8055.0,http://www.hollandeventing.com,Holland Eventing at Holly Berry Farm Young Event Horse,Holland Eventing at Holly Berry Farm Young Event Horse,Needs Key Lookup
17575,"FEBRUARY 18-21, 2021",Rocking Horse Winter II Advanced   ,3,-81.641426,28.993049,44200 S.R. 19 N,Rocking Horse Farm,Altoona,FL,32702.0,http://www.rockinghorseeventing.com,Rocking Horse Winter II Advanced   ,Rocking Horse Winter II Advanced   ,Rocking Horse Winter 1 HT
17576,"FEBRUARY 19-21, 2021",Paradise Farm   ,3,-81.557846,33.578014,4069 Wagener Rd.,Paradise Farm,Aiken,SC,29805.0,http://www.paradisefarmaiken.com,Paradise Farm   ,Paradise Farm   ,Paradise Farm H.T.(Oct 2019)
17655,FEBRUARY 24,Full Gallop Farm Mid February  ,3,-81.58404499999999,33.570454,3828 Wagener Rd.,Full Gallop Farm,Aiken,SC,29805.0,http://www.fullgallopfarm.com,Full Gallop Farm Mid February  ,Full Gallop Farm Mid February  ,Full Gallop Farm February H.T.
17577,"FEBRUARY 26-28, 2021",Pine Top Advanced  ,3,-82.466227,33.453216999999995,1432 Augusta Hwy,Pine Top Farm,Thomson,GA,30824.0,http://www.pinetopfarm.com,Pine Top Advanced  ,Pine Top Advanced  ,Pine Top Advanced Horse Trials
17578,"FEBRUARY 27-28, 2021",Three Lakes Winter II   at Caudle Ranch,3,-81.831535,28.619128999999997,18543 Highway 19,Caudle Ranch,Groveland,FL,34736.0,http://www.threelakesht.com,Three Lakes Winter II   at Caudle Ranch,Three Lakes Winter II   at Caudle Ranch,Three Lakes Winter II HT 
17582,"MARCH 2-3, 2021",Full Gallop Farm March  ,3,-81.58404499999999,33.570454,3828 Wagener Rd.,Full Gallop Farm,Aiken,SC,29805.0,http://www.fullgallopfarm.com/,Full Gallop Farm March  ,Full Gallop Farm March  ,Full Gallop Farm March I HT
17583,"MARCH 5-7, 2021",Rocking Horse Winter III  ,3,-81.641426,28.993049,44200 S.R. 19 N,Rocking Horse Farm,Altoona,FL,32702.0,http://www.rockinghorseeventing.com,Rocking Horse Winter III  ,Rocking Horse Winter III  ,Rocking Horse Winter 1 HT
17585,"MARCH 6-7, 2021",Sporting Days Farm March   II,3,-81.59201,33.521384999999995,3549 Charleston Hwy,Sporting Days Farm,Aiken,SC,29801.0,http://www.sportingdaysfarm.com/,Sporting Days Farm March   II,Sporting Days Farm March   II,Sporting Days Farm March Horse Trials
17584,"MARCH 6-7, 2021",Chattahoochee Hills  ,3,-84.700048,33.639928000000005,9445 Browns Lake Road,The Bouckaert Farm,Fairburn,GA,30213.0,http://www.chatthillseventing.com/,Chattahoochee Hills  ,Chattahoochee Hills  ,Chattahoochee Hills May H.T.
17587,"MARCH 11-14, 2021",Red Hills International  ,3,-84.30026,30.538531,"Gate B, 1775 Miller Landing Road",Elinor Klapp Phipps Park,Tallahassee,FL,32312.0,http://www.RHHT.org,Red Hills International  ,Red Hills International  ,Red Hills International Horse Trial 
17590,"MARCH 13-14, 2021",Full Gallop Farm March I   ,3,-81.58404499999999,33.570454,3828 Wagener Rd.,Full Gallop Farm,Aiken,SC,29805.0,http://www.fullgallopfarm.com/,Full Gallop Farm March I   ,Full Gallop Farm March I   ,Full Gallop Farm March I HT
17592,"MARCH 18-21, 2021",Ocala Winter II  ,3,-82.139862,29.056026,11008 S Hwy 475,Florida Horse Park,Ocala ,FL,34480.0,http://www.flhorsepark.com,Ocala Winter II  ,Ocala Winter II  ,Ocala Winter I H.T. 
17593,"MARCH 19-21, 2021",Pine Top Spring  ,3,-82.466227,33.453216999999995,1432 Augusta Hwy,Pine Top Farm,Thomson,GA,30824.0,http://www.pinetopfarm.com/,Pine Top Spring  ,Pine Top Spring  ,Pine Top Spring Horse Trials
17595,"MARCH 25-27, 2021",Stable View Spring 1/2/3/4*,3,-81.799975,33.648594,117 Stable Dr,Stable View Farm,Aiken,SC,29801.0,http://StableViewFarm.com,Stable View Spring 1/2/3/4*,Stable View Spring 1/2/3/4*,Stable View Spring Horse Trials
17598,"MARCH 26-28, 2021",at Majestic Oaks ,3,-82.213234,29.403458,17500 N US Hwy 441,Exmoor Farm,Reddick,FL,32686.0,http://majesticoaksocala.com,at Majestic Oaks ,at Majestic Oaks ,Horse Trials at Majestic Oaks 
17600,"MARCH 27-28, 2021",Poplar Place Farm March  ,3,-84.86507399999999,32.702296999999994,8191 US Highway 27 E,Poplar Place Farm,Hamilton,GA,31811.0,http://www.poplarplacefarm.com/,Poplar Place Farm March  ,Poplar Place Farm March  ,Poplar Place Farm May H.T.(JULY 2020)
17601,MARCH 28,Full Gallop Farm March II  ,3,-81.58404499999999,33.570454,3828 Wagener Rd.,Full Gallop Farm,Aiken,SC,29805.0,http://www.fullgallopfarm.com/,Full Gallop Farm March II  ,Full Gallop Farm March II  ,Full Gallop Farm March I HT
17603,"APRIL 2-4, 2021",Rocking Horse Spring  ,3,-81.641426,28.993049,44200 S.R. 19 N,Rocking Horse Farm,Altoona,FL,32702.0,http://www.rockinghorseeventing.com,Rocking Horse Spring  ,Rocking Horse Spring  ,Rocking Horse Spring Horse Trials 
17607,"APRIL 9-11, 2021",Chattahoochee Hills   ,3,-84.700048,33.639928000000005,9445 Browns Lake Road,The Bouckaert Farm,Fairburn,GA,30213.0,http://www.chatthillseventing.com/,Chattahoochee Hills   ,Chattahoochee Hills   ,Chattahoochee Hills May H.T.
17611,"APRIL 15-18, 2021",Ocala International Festival of Eventing,3,-82.139862,29.056026,11008 S Hwy 475,Florida Horse Park,Ocala ,FL,34480.0,http://www.flhorsepark.com,Ocala International Festival of Eventing,Ocala International Festival of Eventing,Ocala International 3-Day Festival of Eventing
17613,"APRIL 17-18, 2021",FENCE  ,3,-82.176845,35.196822,3381 Hunting Country Rd.,Fence Equestrian Center - FENCE,Tryon,NC,28782.0,http://www.fence.org,FENCE  ,FENCE  ,FENCE Horse Trial 
17612,APRIL 17,Sporting Days Farm April   III ,3,-81.59201,33.521384999999995,3549 Charleston Hwy,Sporting Days Farm,Aiken,SC,29801.0,http://www.sportingdaysfarm.com/,Sporting Days Farm April   III ,Sporting Days Farm April   III ,Sporting Days Farm April Horse Trials (2019)
17620,"APRIL 24-25, 2021",Stable View Spring  ,3,-81.799975,33.648594,117 Stable Dr,Stable View Farm,Aiken,SC,29801.0,http://www.stableviewfarm.com,Stable View Spring  ,Stable View Spring  ,Stable View Spring Horse Trials
17623,"APRIL 30 - MAY 2, 2021",River Glen Spring  ,3,-83.62220400000001,36.137848999999996,1979 London Rd.,River Glen Equestrian,New Market,TN,37820.0,http://www.river-glen.com/,River Glen Spring  ,River Glen Spring  ,Silverwood Farm Spring Horse Trials
17625,"MAY 1-2, 2021",Barnstaple South H.T ,3,-82.213234,29.403458,17500 N US Hwy 441,Exmoor Farm,Reddick,FL,32686.0,http://,Barnstaple South H.T ,Barnstaple South H.T ,Barnstaple South Jackpot and 3-Phase (Sept. 24)
17630,"MAY 8-9, 2021",Poplar Place Farm May   ,3,-84.86507399999999,32.702296999999994,8191 US Highway 27 E,Poplar Place Farm,Hamilton,GA,31811.0,http://www.poplarplacefarm.com/,Poplar Place Farm May   ,Poplar Place Farm May   ,Poplar Place Farm May H.T.(JULY 2020)
17639,"MAY 15-16, 2021",Majestic Oaks Ocala    ,3,-82.213234,29.403458,17500 N US Hwy 441,Exmoor Farm,Reddick,FL,32686.0,http://majesticoaksocala.com,Majestic Oaks Ocala    ,Majestic Oaks Ocala    ,Majestic Oaks Schooling Show
17642,"MAY 22-23, 2021",Chattahoochee Hills  ,3,-84.700048,33.639928000000005,9445 Browns Lake Road,The Bouckaert Farm,Fairburn,GA,30213.0,http://www.chatthillseventing.com/,Chattahoochee Hills  ,Chattahoochee Hills  ,Chattahoochee Hills May H.T.
17662,"JUNE 5-6, 2021",Ocala Summer I  ,3,-82.139862,29.056026,11008 S Hwy 475,Florida Horse Park,Ocala ,FL,34480.0,https://flhorsepark.com/ocala-eventing-series/,Ocala Summer I  ,Ocala Summer I  ,Ocala Winter I H.T. 
17664,"JUNE 5-6, 2021",Poplar Place Farm June  ,3,-84.86507399999999,32.702296999999994,8191 US Highway 27 E,Poplar Place Farm,Hamilton,GA,31811.0,http://www.poplarplacefarm.com/,Poplar Place Farm June  ,Poplar Place Farm June  ,Poplar Place Farm June HT & Area Championships
17670,"JUNE 12-13, 2021",River Glen June  ,3,-83.62220400000001,36.137848999999996,1979 London Rd.,River Glen Equestrian,New Market,TN,37820.0,http://www.river-glen.com/,River Glen June  ,River Glen June  ,Fox River Valley Pony Club HT
17679,JUNE 20,Full Gallop Farm June  ,3,-81.58404499999999,33.570454,3828 Wagener Rd.,Full Gallop Farm,Aiken,SC,29805.0,http://www.fullgallopfarm.com,Full Gallop Farm June  ,Full Gallop Farm June  ,Full Gallop Farm HT
17686,"JUNE 25-27, 2021",Stable View Summer   ,3,-81.799975,33.648594,117 Stable Dr,Stable View Farm,Aiken,SC,29801.0,http://stableviewfarm.com,Stable View Summer   ,Stable View Summer   ,Stable View Summer Horse Trials
17692,"JULY 3-4, 2021",Chattahoochee Hills  ,3,-84.700048,33.639928000000005,9445 Browns Lake Road,The Bouckaert Farm,Fairburn,GA,30213.0,http://www.chatthillseventing.com/,Chattahoochee Hills  ,Chattahoochee Hills  ,Chattahoochee Hills May H.T.
17698,"JULY 10-11, 2021",Chattahoochee Hills  ,3,-84.700048,33.639928000000005,9445 Browns Lake Road,The Bouckaert Farm,Fairburn,GA,30213.0,http://www.chatthillseventing.com/,Chattahoochee Hills  ,Chattahoochee Hills  ,Chattahoochee Hills May H.T.
17720,"AUGUST 6-8, 2021",River Glen Summer   ,3,-83.62220400000001,36.137848999999996,1979 London Rd.,River Glen Equestrian,New Market,TN,37820.0,http://www.river-glen.com/,River Glen Summer   ,River Glen Summer   ,Otter Creek Summer HT
17727,"AUGUST 21-22, 2021",Full Gallop Farm August HT  ,3,-81.58404499999999,33.570454,3828 Wagener Rd.,Full Gallop Farm,Aiken,SC,29805.0,http://www.fullgallopfarm.com/,Full Gallop Farm August HT  ,Full Gallop Farm August HT  ,Full Gallop Farm August HT(Aug 2020)
17729,"AUGUST 21-22, 2021",Ocala Summer II  ,3,-82.139862,29.056026,11008 S Hwy 475,Florida Horse Park,Ocala ,FL,34480.0,https://flhorsepark.com/ocala-eventing-series/,Ocala Summer II  ,Ocala Summer II  ,Ocala Summer H.T. II(Aug 2020)
17742,"SEPTEMBER 4-5, 2021",Chattahoochee Hills   ,3,-84.71646199999999,33.630239,10045 Cedar Grove Road,Chattahoochee Hills,Fairburn,GA,30213.0,http://www.chatthillseventing.com/,Chattahoochee Hills   ,Chattahoochee Hills   ,Chattahoochee Hills May H.T.
17769,"SEPTEMBER 23-26, 2021",Stable View Oktoberfest  2/3/4* and  ,3,-81.799975,33.648594,117 Stable Dr,Stable View Farm,Aiken,SC,29801.0,http://www.StableViewFarm.com,Stable View Oktoberfest  2/3/4* and  ,Stable View Oktoberfest  2/3/4* and  ,Stable View Oktoberfest 1/ 2/3/4* and H.T.
17773,OCTOBER 2,Middle Tennessee Pony Club  ,3,-86.890627,36.055367,2500 Old Hickory Blvd,Percy Warner Park Eq Center,Nashville,TN,37221.0,https://middletennessee.ponyclub.org,Middle Tennessee Pony Club  ,Middle Tennessee Pony Club  ,Needs Key Lookup
17783,"OCTOBER 8-10, 2021",The Event at TerraNova ,3,-82.213234,29.403458,17500 N US Hwy 441,Exmoor Farm,Reddick,FL,32686.0,http://,The Event at TerraNova ,The Event at TerraNova ,The Spring Event at Woodside (May 2019)
17780,"OCTOBER 9-10, 2021",Poplar Place Farm   ,3,-84.86507399999999,32.702296999999994,8191 US Highway 27 E,Poplar Place Farm,Hamilton,GA,31811.0,http://www.poplarplacefarm.com/,Poplar Place Farm   ,Poplar Place Farm   ,Poplar Place Farm May H.T.(JULY 2020)
